"Date","RegionName","State","Metro","County","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2015-08-31,"Wartburg","TN",,"Morgan",4869,66700,-0.0176730486008837,-0.0485021398002853,-0.197352587244284,-0.018157806639594,-0.00720251612595968,"2014-11","2014-Q4",86400,-0.228009259259259,"2013-04"
2015-08-31,"East Fallowfield Township","PA","Philadelphia","Chester",4870,239000,-0.000418235048097031,0.00335852225020991,0.00971694127587664,-0.00158241819180993,-0.00536146293779161,"2007-12","2007-Q4",263300,-0.0922901633118116,"2005-02"
2015-08-31,"Woodstock","MD","Baltimore","Howard",4871,431100,-0.000463714351959193,-0.00507731363951073,-0.0112385321100917,0.00238298189547792,-0.00985885692004707,"2007-01","2007-Q1",497400,-0.13329312424608,"2004-12"
2015-08-31,"Cohasset","MA","Boston","Norfolk",4872,760700,0.00781664016958135,0.0183400267737617,-0.00366732154551408,0.0221421176297074,0.00693543419605258,"2014-05","2014-Q2",773400,-0.0164209981898112,"2014-02"
2015-08-31,"Felida","WA","Portland","Clark",4873,358200,0.00420521446593776,0.00872993522951281,0.040976460331299,0.0365130088143137,0.00585120138613981,"2006-12","2006-Q4",377500,-0.0511258278145695,"2006-01"
2015-08-31,"Laughlin","NV","Las Vegas","Clark",4874,117800,-0.00169491525423729,0.0120274914089347,0.0471111111111111,0.00102180049770317,-0.0434068616298355,"2006-04","2006-Q2",213000,-0.446948356807512,"2003-06"
2015-08-31,"Atascosa","TX","San Antonio","Bexar",4875,162300,0.00123380629241209,0.00247066090179123,0.104081632653061,0.059093362621466,0.0350517594690214,"2015-06","2015-Q2",162500,-0.00123076923076923,"2015-06"
2015-08-31,"Frederick","CO","Greeley","Weld",4876,290200,0.00974251913709116,0.0342124019957235,0.126115638339154,0.0689775481082222,0.0216709660621477,"2015-08","2015-Q3",290200,0,"2015-08"
2015-08-31,"Pelion","SC","Columbia","Lexington",4877,81100,-0.00734394124847001,-0.016969696969697,-0.041371158392435,-0.0651789038645985,,"2010-01","2010-Q1",124700,-0.349639133921411,
2015-08-31,"Gettysburg","PA","Gettysburg","Adams",4878,167700,0.00359066427289048,0.0108499095840868,0.00419161676646707,-0.0116283923532488,-0.00430874764226963,"2007-01","2007-Q1",202000,-0.16980198019802,"2005-06"
2015-08-31,"Upper Milford Township","PA","Allentown","Lehigh",4879,254600,0.00712025316455696,0.0167731629392971,0.0159616919393456,0.00102435011170487,-0.00297508571019989,"2007-03","2007-Q1",288500,-0.117504332755633,"2005-04"
2015-08-31,"Dundee","MI","Monroe","Monroe",4880,137600,-0.000726216412490922,0.00732064421669107,0.0783699059561129,0.0347420275218915,-0.012788037647108,"2005-11","2005-Q4",157700,-0.127457197209892,"2003-01"
2015-08-31,"Palmyra","NJ","Philadelphia","Burlington",4881,146200,0.00343170899107756,0.000684462696783025,-0.0324288550628723,-0.0315303443850802,-0.0254018461461352,"2006-05","2006-Q2",201900,-0.275879148093115,"2003-09"
2015-08-31,"Tobyhanna Township","PA","East Stroudsburg","Monroe",4882,126400,-0.00628930817610063,-0.0239382239382239,-0.0538922155688623,-0.0579900355944351,-0.0329452722781666,"2006-12","2006-Q4",203700,-0.379479626902307,"2002-12"
2015-08-31,"Calistoga","CA","Napa","Napa",4883,599700,0.0111279716742539,0.0183392766174223,0.0807352676157866,0.0249409972386476,-0.0229208687731304,"2005-05","2005-Q2",765800,-0.216897362235571,"2004-07"
2015-08-31,"Denair","CA","Modesto","Stanislaus",4884,267300,0.00450958286358512,0.0288683602771363,0.0692,0.0696423908817652,-0.0231942085826863,"2006-05","2006-Q2",356400,-0.25,"2004-10"
2015-08-31,"Conshohocken","PA","Philadelphia","Montgomery",4885,260200,0.00153964588144727,0.0097012029491657,0.00696594427244582,0.00843369508498082,0.0110156414252078,"2015-08","2015-Q3",260200,0,"2015-08"
2015-08-31,"Middletown","KY","Louisville/Jefferson County","Jefferson",4886,195400,0.00566134843026248,0.0113871635610766,0.0377057886351567,0.0279997303154491,0.0163173835100996,"2015-08","2015-Q3",195400,0,"2015-08"
2015-08-31,"Berlin Township","MI","Monroe","Monroe",4887,161100,0.00561797752808989,0.0183312262958281,0.156496769562096,0.0329397600201959,-0.0100374080587911,"2005-08","2005-Q3",178200,-0.095959595959596,"2003-09"
2015-08-31,"Easton","CT","Stamford","Fairfield",4888,604300,0.0113807531380753,0.0315807442813247,-0.00657570277823442,0.00806856931122213,-0.0154480463796388,"2006-03","2006-Q1",725800,-0.167401488013227,"2003-09"
2015-08-31,"Winston","OR","Roseburg","Douglas",4889,128500,-0.000777604976671851,0.0086342229199372,0.0708333333333333,0.00156372929894255,-0.00313589013469751,"2007-07","2007-Q3",148600,-0.135262449528937,"2005-07"
2015-08-31,"Hamilton","MI","Allegan","Allegan",4890,161800,0.00872817955112219,0.0234029095509171,0.0214646464646465,0.0311404176113141,-0.000493097636312889,"2006-10","2006-Q4",169600,-0.0459905660377358,"2004-07"
2015-08-31,"East Helena","MT","Helena","Lewis and Clark",4891,152600,0.00726072607260726,0.0373895309313392,-0.00780234070221066,-0.0270213806796873,0.0103272328621109,"2009-11","2009-Q4",201500,-0.242679900744417,"2006-07"
2015-08-31,"Sweden","NY","Rochester","Monroe",4892,134900,0.000741839762611276,-0.00148038490007402,0.0104868913857678,0.0100829925495054,0.00968890981371939,"2015-03","2015-Q1",135400,-0.00369276218611521,"2014-12"
2015-08-31,"West Brandywine Township","PA","Philadelphia","Chester",4893,264400,0.0011359333585763,0.00494108703914861,0.00189465706707086,0.00129091477128807,-0.00260965286251047,"2006-04","2006-Q2",281500,-0.0607460035523979,"2005-05"
2015-08-31,"Woodbourne-Hyde Park","OH","Dayton","Montgomery",4894,186000,0.00431965442764579,0.00377765785213168,0.0136239782016349,0.0116893184587383,-0.00368753579840098,"2006-04","2006-Q2",196800,-0.0548780487804878,"2004-11"
2015-08-31,"Cedarhurst","NY","New York","Nassau",4895,587700,0,-0.00826864664191698,0.0197813638729828,0.016359399437786,-0.00810077676770371,"2007-01","2007-Q1",677600,-0.13267414403778,"2005-02"
2015-08-31,"Buena Vista Township","NJ","Atlantic City","Atlantic",4896,171800,0.00409117475160725,0.00703399765533412,-0.0310208685843204,-0.0247152316887235,-0.0198307535091269,"2008-01","2008-Q1",222100,-0.226474561008555,"2004-01"
2015-08-31,"Hilmar","CA","Merced","Merced",4897,244300,0.00742268041237113,0.0269020596889449,0.0243186582809224,0.0739534842045306,-0.0331948145036142,"2006-02","2006-Q1",359600,-0.3206340378198,"2004-08"
2015-08-31,"Millstadt","IL","St. Louis","Saint Clair",4898,144000,0.00139082058414465,0,-0.0150478796169631,-0.0115343275212889,-0.0178393662667586,"2007-02","2007-Q1",179700,-0.198664440734558,"2003-03"
2015-08-31,"Parkville","MO","Kansas City","Platte",4899,333000,0.00634632819582956,0.0161733292645713,0.0208461066830166,-0.00197028219386786,-0.00456780003399782,"2009-08","2009-Q3",390900,-0.148119723714505,"2004-06"
2015-08-31,"Irondale","AL","Birmingham","Jefferson",4900,124200,0.00811688311688312,0.0315614617940199,0.0624465355004277,-0.00176198436026054,-0.00151705545338665,"2006-06","2006-Q2",136500,-0.0901098901098901,"2005-04"
2015-08-31,"Beulaville","NC",,"Duplin",4901,94800,0.00317460317460317,0.013903743315508,0.00851063829787234,0.00777295622297647,-0.00442617867785178,"2012-12","2012-Q4",106100,-0.106503298774741,"2012-02"
2015-08-31,"Williamsburg","FL","Orlando","Orange",4902,174200,0.00635470826112074,0.0283353010625738,0.0615478366849482,0.0527763276491304,-0.0246127769319224,"2006-05","2006-Q2",261500,-0.333843212237094,"2004-11"
2015-08-31,"Wildwood","FL","The Villages","Sumter",4903,103900,0.0166340508806262,0.0700308959835221,0.190148911798396,0.00828679116539122,-0.00685642275423115,"2007-03","2007-Q1",141100,-0.263642806520198,"2005-05"
2015-08-31,"Whiteville","TN",,"Hardeman",4904,63900,0,-0.0108359133126935,-0.17012987012987,-0.00371412308492924,-0.00590676939260582,"2007-10","2007-Q4",80500,-0.206211180124224,"2004-06"
2015-08-31,"Anderson Mill","TX","Austin","Williamson",4905,212400,0.0152963671128107,0.0525272547076313,0.147487844408428,0.0664162600669937,0.0446722056522355,"2015-08","2015-Q3",212400,0,"2015-08"
2015-08-31,"Jackson Township","PA","York","York",4906,155300,0,-0.000643500643500643,-0.0189513581806696,-0.0174625300778949,-0.00687980485830864,"2007-05","2007-Q2",189500,-0.180474934036939,"2005-01"
2015-08-31,"Oradell","NJ","New York","Bergen",4907,545500,0.00423416789396171,0.00999814849102018,0.018864400448263,0.00247472924718273,-0.0107723174573181,"2006-02","2006-Q1",616400,-0.115022712524335,"2004-09"
2015-08-31,"Montecito","CA","Santa Barbara","Santa Barbara",4908,2918900,0.00495782406610432,0.00958079690094079,0.00849946446463739,0.0547498771370529,0.0107846847086275,"2015-08","2015-Q3",2918900,0,"2015-08"
2015-08-31,"London Grove Township","PA","Philadelphia","Chester",4909,294100,0.00272758267984998,0.0134390075809786,-0.000679578661230037,0.00574193810633661,0.0013013434664555,"2007-05","2007-Q2",328000,-0.103353658536585,"2005-10"
2015-08-31,"Georges Township","PA","Pittsburgh","Fayette",4910,94100,-0.00317796610169492,-0.00106157112526539,-0.0494949494949495,0.0274094622484042,0.0291495588923476,"2014-10","2014-Q4",99300,-0.0523665659617321,"2013-10"
2015-08-31,"Keyport","NJ","New York","Monmouth",4911,229300,-0.0034767492394611,-0.0116379310344828,-0.0768921095008051,-0.0207918444053071,-0.0247804657417727,"2006-05","2006-Q2",317500,-0.277795275590551,"2003-10"
2015-08-31,"Friendsville","TN","Knoxville","Blount",4912,143400,0.000697836706210747,0.00420168067226891,0.0544117647058824,0.0326822146989689,0.0172980726750069,"2015-08","2015-Q3",143400,0,"2015-08"
2015-08-31,"Bow","NH","Concord","Merrimack",4913,264100,0.00265755504935459,0.00456447318372005,0.0364992150706436,0.00562179279843256,-0.0150675326043834,"2005-07","2005-Q3",307900,-0.142253978564469,"2003-05"
2015-08-31,"Fairview","TX","Dallas-Fort Worth","Collin",4914,395800,0.00917899031106578,0.049867374005305,0.164117647058824,0.0522624840380617,0.0347017167964099,"2015-08","2015-Q3",395800,0,"2015-08"
2015-08-31,"Groveport","OH","Columbus","Franklin",4915,153900,0.00719895287958115,0.0205570291777188,0.0570054945054945,0.0191124726318965,-0.00572824666755156,"2005-10","2005-Q4",163900,-0.061012812690665,"2004-01"
2015-08-31,"North Elba","NY",,"Essex",4916,207300,-0.00336538461538462,0.0136919315403423,-0.0560109289617486,-0.0309600069189968,-0.0252094298285538,"2006-04","2006-Q2",332100,-0.375790424570912,"2004-06"
2015-08-31,"Audubon","PA","Philadelphia","Montgomery",4917,309600,0.0120954560313828,0.0445344129554656,0.0248262164846077,0.00339344789724882,-0.00450518949640144,"2006-09","2006-Q3",348300,-0.111111111111111,"2005-02"
2015-08-31,"Wood Ridge","NJ","New York","Bergen",4918,365700,0.00384298654954708,0.0130193905817175,0.0386253905140585,0.0143820809976549,-0.00740085229895504,"2006-08","2006-Q3",407200,-0.101915520628684,"2004-11"
2015-08-31,"Stedman","NC","Fayetteville","Cumberland",4919,153200,0.00130718954248366,0.00393184796854522,0.00590938936309915,-0.00702945105770436,0.0160107844007582,"2009-03","2009-Q1",160200,-0.0436953807740325,"2007-11"
2015-08-31,"Flowood","MS","Jackson","Rankin",4920,163800,0.008,0.00367647058823529,0.0218340611353712,0.0145320844244587,,"2015-08","2015-Q3",163800,0,"2015-08"
2015-08-31,"Palm Beach","FL","Miami-Fort Lauderdale","Palm Beach",4921,939900,0.00534816557920633,0.0412097042206713,0.126033305379178,0.0653465325206999,0.00122105546527429,"2005-12","2005-Q4",988800,-0.0494538834951456,"2005-09"
2015-08-31,"Bluffton","IN","Fort Wayne","Wells",4922,78700,0.00127226463104326,0.00897435897435897,-0.0619785458879619,0.00281911189032114,-0.0135460424763533,"2005-12","2005-Q4",91800,-0.142701525054466,"2001-07"
2015-08-31,"Wheatfield","IN","Chicago","Jasper",4923,155900,-0.00319693094629156,-0.0145385587863464,0.0202879581151832,0.01643092355805,0.00755272566327192,"2015-04","2015-Q2",158400,-0.0157828282828283,"2015-03"
2015-08-31,"Saint Rose","LA","New Orleans","Saint Charles",4924,142000,0.000704721634954193,0.0157367668097282,0.0312273057371097,0.0107614200631967,0.00771160302098939,"2008-06","2008-Q2",153700,-0.0761223162003904,"2007-03"
2015-08-31,"Halifax","MA","Boston","Plymouth",4925,282500,0.0139985642498205,0.0386029411764706,0.0725132877752468,0.0164253651746638,-0.0158676863754909,"2005-04","2005-Q2",333300,-0.152415241524152,"2003-07"
2015-08-31,"Newcastle","OK","Oklahoma City","McClain",4926,169700,-0.00176470588235294,0.0101190476190476,0.0990932642487047,0.0466592083587882,0.0312917389235861,"2015-07","2015-Q3",170000,-0.00176470588235294,"2015-06"
2015-08-31,"Phoenix","MD","Baltimore","Baltimore",4927,482700,-0.0051525144270404,-0.0163032402690035,-0.0409298629048281,0.000872384178727481,-0.0158807239522049,"2006-02","2006-Q1",597500,-0.192133891213389,"2004-10"
2015-08-31,"Louisburg","KS","Kansas City","Miami",4928,201400,0.0451478982874935,0.0862998921251348,0.0810520665593129,0.0391678197980077,0.0193958111538461,"2015-08","2015-Q3",201400,0,"2015-08"
2015-08-31,"Lancaster","MA","Worcester","Worcester",4929,287200,-0.00173792144595064,0.00139470013947001,0.0668647845468053,0.0141617176651989,-0.0163873546787063,"2005-05","2005-Q2",347900,-0.174475423972406,"2003-05"
2015-08-31,"Barnesville","OH","Wheeling","Belmont",4930,83900,-0.00119047619047619,-0.008274231678487,-0.00119047619047619,0.0383778877284044,0.021384395843552,"2014-12","2014-Q4",86300,-0.0278099652375435,"2014-08"
2015-08-31,"Emerson","NJ","New York","Bergen",4931,441700,0.00386363636363636,0.00775724389687429,0.0142365097588978,0.00505656680831379,-0.0138488845988158,"2006-01","2006-Q1",512100,-0.137473149775434,"2004-07"
2015-08-31,"New Sewickley Township","PA","Pittsburgh","Beaver",4932,163700,0.00367872470876763,0.0129950495049505,0.0092478421701603,0.0268332085093608,0.0111628503891947,"2015-08","2015-Q3",163700,0,"2015-08"
2015-08-31,"Oakwood","GA","Gainesville","Hall",4933,122700,0.0115416323165705,0.0284995808885163,0.0559380378657487,0.0277610552117797,-0.00614413463684338,"2007-09","2007-Q3",140900,-0.1291696238467,"2004-08"
2015-08-31,"Wading River","NY","New York","Suffolk",4934,377100,-0.00527565286204168,-0.0205194805194805,-0.0820350535540409,-0.0111771373455046,-0.0248297696414238,"2006-06","2006-Q2",515200,-0.268051242236025,"2003-08"
2015-08-31,"East Pikeland Township","PA","Philadelphia","Chester",4935,280200,0.00107181136120043,-0.000356760613628255,0.0122832369942197,0.00346178771591199,0.00216693108646515,"2007-03","2007-Q1",299000,-0.062876254180602,"2005-11"
2015-08-31,"Conifer","CO","Denver","Jefferson",4936,408400,0.0116423086450334,0.0407747196738022,0.155304101838755,0.0589474075692393,0.0241179291513935,"2015-08","2015-Q3",408400,0,"2015-08"
2015-08-31,"Irondale","GA","Atlanta","Clayton",4937,84200,0.00597371565113501,0.024330900243309,0.102094240837696,0.0212417876796533,-0.035290670822433,"2006-06","2006-Q2",120800,-0.302980132450331,"1996-12"
2015-08-31,"Town of Shirley","MA","Boston","Middlesex",4938,277400,0.00216763005780347,0.00799418604651163,0.0440346255175009,0.015552284540818,-0.0130373302934336,"2005-09","2005-Q3",317300,-0.125748502994012,"2004-04"
2015-08-31,"Conewago Township","PA","York","York",4939,161600,0.00310366232153942,0.017632241813602,0.0182734719596723,-0.00257893647284424,-0.00018545426089156,"2007-05","2007-Q2",185100,-0.126958400864398,"2005-08"
2015-08-31,"Los Altos Hills","CA","San Jose","Santa Clara",4940,4096000,0.0129838011623593,0.0468474454979937,0.173840774918324,0.117604112388408,0.0330433894757609,"2015-08","2015-Q3",4096000,0,"2015-08"
2015-08-31,"Saint Francis","MN","Minneapolis-St Paul","Anoka",4941,172500,0.00174216027874564,0.0176991150442478,0.0499087035909921,0.032089287900853,-0.018869752170089,"2006-02","2006-Q1",215500,-0.19953596287703,"2002-11"
2015-08-31,"Walkertown","NC","Winston-Salem","Forsyth",4942,113800,0.00530035335689046,0.00886524822695036,0.0133570792520036,-0.000701508933409145,0.000352175038931035,"2009-02","2009-Q1",120200,-0.0532445923460899,"2005-09"
2015-08-31,"St. Dennis","KY","Louisville/Jefferson County","Jefferson",4943,99300,0.00404448938321537,0.0122324159021407,0.0060790273556231,0.00407760728199791,0.00255311132880776,"2008-09","2008-Q3",101400,-0.0207100591715976,"2008-03"
2015-08-31,"Coquille","OR","Coos Bay","Coos",4944,155500,0.00777705767984446,0.0203412073490814,0.0672614962251201,0.00695970542068047,0.00673831764268451,"2007-04","2007-Q2",174900,-0.110920526014866,"2006-02"
2015-08-31,"West Cocalico Township","PA","Lancaster","Lancaster",4945,190600,0,-0.000524383848977452,-0.00780843310775638,-0.00229264605449486,0.00342132616098723,"2007-09","2007-Q3",207400,-0.0810028929604629,"2005-12"
2015-08-31,"Fall City","WA","Seattle","King",4946,504700,0.00577919489836588,0.03,0.0736013614124654,0.051464176206971,0.01954039708843,"2015-08","2015-Q3",504700,0,"2015-08"
2015-08-31,"Town of Durham","CT","Hartford","Middlesex",4947,287300,0.00349283967865875,0.00524842547235829,-0.00896860986547085,-0.0214503641030389,-0.0164401690836212,"2005-11","2005-Q4",341900,-0.159695817490494,"2003-10"
2015-08-31,"Springfield Township","MI","Detroit","Oakland",4948,240400,0.000416146483562214,0.00124947938359017,0.0599647266313933,0.0784386676539781,-0.00917055162878244,"2005-11","2005-Q4",265400,-0.094197437829691,"2002-12"
2015-08-31,"Elbert","CO","Colorado Springs","El Paso",4949,315500,-0.00063351282863478,0.000634316523945449,0.0207052733743125,0.0214036241579889,0.0084286215750724,"2007-08","2007-Q3",316400,-0.00284450063211125,"2007-07"
2015-08-31,"Northgate","OH","Cincinnati","Hamilton",4950,101800,-0.00682926829268293,-0.0378071833648393,-0.0135658914728682,0.00197630000751281,-0.0192963134871849,"2007-02","2007-Q1",126800,-0.197160883280757,"2001-02"
2015-08-31,"East Alton","IL","St. Louis","Madison",4951,59500,-0.0033500837520938,-0.00998336106489185,0,-0.0266389337982301,-0.0066415624605749,"2010-02","2010-Q1",69800,-0.14756446991404,"2005-02"
2015-08-31,"Coupeville","WA","Oak Harbor","Island",4952,312100,0.00547680412371134,0.0162813415825464,0.0924046202310115,0.0094244387594653,0.0118925300926467,"2008-05","2008-Q2",337100,-0.0741619697419163,"2006-02"
2015-08-31,"Brush","CO","Fort Morgan","Morgan",4953,124600,0.00160771704180064,0.0204750204750205,0.0863121185701831,0.0324730042527954,0.014119091219472,"2002-11","2002-Q4",145800,-0.145404663923182,"2001-01"
2015-08-31,"Dalzell","SC","Sumter","Sumter",4954,98000,0.00616016427104723,0.00926879505664264,0.0414452709883103,0.0103114593179361,0.0168740265071503,"2013-12","2013-Q4",98600,-0.00608519269776876,"2013-09"
2015-08-31,"Riverdale","CA","Fresno","Fresno",4955,137300,0.00586080586080586,0.0140324963072378,0.0777080062794348,0.0130208825698439,-0.0224510220674425,"2006-09","2006-Q3",195900,-0.299132210311383,"2004-10"
2015-08-31,"Edinburgh","IN","Indianapolis","Johnson",4956,93000,0.00649350649350649,0.0287610619469027,-0.0053475935828877,0.0164837152145763,-0.0122507220690856,"2005-09","2005-Q3",105900,-0.121813031161473,"2004-07"
2015-08-31,"Ellabell","GA","Savannah","Bryan",4957,135600,-0.00294117647058824,-0.0251617541337168,-0.0416961130742049,-0.00219782345377495,0.000814849456020506,"2007-11","2007-Q4",150800,-0.10079575596817,"2005-12"
2015-08-31,"Tarboro","NC","Rocky Mount","Edgecombe",4958,68600,-0.0101010101010101,-0.0297029702970297,0.00734214390602056,0.0130307505184315,0.00236277850608668,"2006-05","2006-Q2",72000,-0.0472222222222222,"2006-01"
2015-08-31,"Jennings Lodge","OR","Portland","Clackamas",4959,265300,0.00951293759512938,0.0290923196276183,0.0710536939846589,0.0415880741254429,0.0145571984995874,"2007-07","2007-Q3",273300,-0.0292718624222466,"2006-09"
2015-08-31,"Frankstown Township","PA","Altoona","Blair",4960,181800,-0.00274273176083379,-0.0108813928182807,-0.027807486631016,0.0076533800996903,0.0303633410382362,"2014-11","2014-Q4",190100,-0.0436612309310889,"2014-06"
2015-08-31,"Minnetrista","MN","Minneapolis-St Paul","Hennepin",4961,419500,-0.000238322211630124,0.00143232275005968,0.0194410692588092,0.00870930411998083,-0.0152129916370513,"2007-02","2007-Q1",510600,-0.178417547982765,"2003-10"
2015-08-31,"Graceville","FL",,"Jackson",4962,70400,-0.00141843971631206,0.0414201183431953,0.0398818316100443,-0.0182722395756282,-0.00416437209987663,"2007-08","2007-Q3",89900,-0.216907675194661,"2005-01"
2015-08-31,"South Lockport","NY","Buffalo","Niagara",4963,125400,-0.00317965023847377,-0.00947867298578199,0.0072289156626506,0.0164076859729201,0.0179133817352035,"2015-05","2015-Q2",126600,-0.00947867298578199,"2015-02"
2015-08-31,"Hatboro","PA","Philadelphia","Montgomery",4964,226900,0.00176600441501104,0.00309460654288241,-0.0466386554621849,-0.00546243886552034,-0.00699509848012292,"2006-05","2006-Q2",253600,-0.105283911671924,"2004-12"
2015-08-31,"North Sarasota","FL","Sarasota","Sarasota",4965,125400,0.0137429264349232,0.048494983277592,0.156826568265683,0.0763550735471807,-0.0414541840866454,"2006-05","2006-Q2",208000,-0.397115384615385,"2004-05"
2015-08-31,"Trenton","WI","Milwaukee","Washington",4966,227500,-0.00263042525208242,-0.0125868055555556,0.00397175639894086,0.00810551804533111,-0.00353469535941808,"2003-04","2003-Q2",253900,-0.103977944072469,
2015-08-31,"Belmont","NH","Laconia","Belknap",4967,185500,0.00979858464888405,0.0259955752212389,0.0828955049620549,0.010569645595446,-0.0127041062681645,"2007-08","2007-Q3",216100,-0.141601110596946,"2004-05"
2015-08-31,"Dry Run","OH","Cincinnati","Hamilton",4968,311700,0.00451176281018369,0.0156402737047898,0.0376165113182423,0.0367783078028825,0.0129377966998236,"2015-08","2015-Q3",311700,0,"2015-08"
2015-08-31,"Chuckey","TN","Greeneville","Greene",4969,91200,0.00551267916207277,0.00773480662983425,-0.00109529025191676,0.0113407683029638,0.020157962492114,"2014-10","2014-Q4",92100,-0.00977198697068404,"2014-08"
2015-08-31,"West Earl Township","PA","Lancaster","Lancaster",4970,193300,0.00207361327112494,0.0115122972265829,0.0638414969730325,0.0052551502255862,0.0101686699971786,"2007-08","2007-Q3",197300,-0.020273694880892,"2007-02"
2015-08-31,"Manchester","MI","Ann Arbor","Washtenaw",4971,206900,0.00145208131655373,0.00242248062015504,0.0117359413202934,0.0487242390580205,-0.00584892435985362,"2006-08","2006-Q3",222500,-0.0701123595505618,"2002-09"
2015-08-31,"Sunnyvale","TX","Dallas-Fort Worth","Dallas",4972,348700,0.00547866205305652,0.0390345649582837,0.125928317726832,0.0563514771092011,0.0239537757837351,"2015-08","2015-Q3",348700,0,"2015-08"
2015-08-31,"Clinton","AR",,"Van Buren",4973,106500,0.00188146754468485,0.0502958579881657,0.272401433691756,0.0681301342679723,,"2015-08","2015-Q3",106500,0,"2015-08"
2015-08-31,"Northport","NY","New York","Suffolk",4974,505600,0.00777356986246761,0.00737198645148436,-0.0308606478819245,-0.0152931076043782,-0.0186605587429094,"2005-12","2005-Q4",628800,-0.195928753180662,"2004-03"
2015-08-31,"Longswamp","PA","Reading","Berks",4975,178000,-0.00391717963066592,-0.00725041829336308,-0.0305010893246187,-0.0280396938024752,-0.00265737378744513,"2008-02","2008-Q1",215600,-0.174397031539889,"2005-04"
2015-08-31,"Ormond-by-the-Sea","FL","Daytona Beach","Volusia",4976,165200,0.00793166564978645,0.0248138957816377,0.0637475853187379,0.0401262071809609,-0.0490951967523191,"2006-01","2006-Q1",287000,-0.424390243902439,"2004-03"
2015-08-31,"Averill Park","NY","Albany","Rensselaer",4977,202500,0.00197921820880752,0.00746268656716418,0.0352760736196319,-0.0147331465882594,0.00607466593297068,"2009-09","2009-Q3",227800,-0.111062335381914,"2006-02"
2015-08-31,"Saint Stephen","SC","Charleston","Berkeley",4978,103100,-0.00674373795761079,0,-0.0868024800708592,-0.0326277670780073,,"2009-08","2009-Q3",152600,-0.32437745740498,
2015-08-31,"Wawayanda","NY","Poughkeepsie","Orange",4979,229000,-0.00348128807658834,-0.00434782608695652,0.0123784261715296,-0.0178656897009847,-0.0291082771506593,"2006-12","2006-Q4",318400,-0.280778894472362,"2002-11"
2015-08-31,"Osprey","FL","Sarasota","Sarasota",4980,425000,0.00758653390232338,0.0240963855421687,0.0643626346105685,0.0367083252605158,-0.0275718229094766,"2005-12","2005-Q4",589800,-0.279416751441167,"2004-09"
2015-08-31,"Orlovista","FL","Orlando","Orange",4981,78600,-0.00127064803049555,-0.00380228136882129,0.0234375,0.0526979891527668,-0.0441812210458576,"2006-08","2006-Q3",159800,-0.508135168961201,"2003-03"
2015-08-31,"Leavenworth","WA","Wenatchee","Chelan",4982,278500,0.00577825929938606,0.0212687935460213,0.0246504782928624,0.0036298595422859,,"2009-08","2009-Q3",280000,-0.00535714285714286,
2015-08-31,"Haleiwa","HI","Honolulu","Honolulu",4983,1011000,-0.00570416994492526,0.00747384155455904,0.0902620511161436,0.0407948789903883,0.0127379739315705,"2015-06","2015-Q2",1017300,-0.00619286346210557,"2015-06"
2015-08-31,"Boring","OR","Portland","Clackamas",4984,343500,0.00644594198652212,0.0250671441360788,0.0562730627306273,0.0262904466590177,0.0128586920222908,"2007-10","2007-Q4",370700,-0.0733746965200971,"2006-04"
2015-08-31,"Brecknock Township","PA","Lancaster","Lancaster",4985,207000,0.00387972841901067,0.0112359550561798,-0.00192864030858245,-0.00884262273949454,0.00205195453804197,"2007-03","2007-Q1",224500,-0.0779510022271715,"2005-12"
2015-08-31,"Valley Park","MO","St. Louis","Saint Louis",4986,154300,0.00325097529258778,0.0111402359108781,0.0575736806031528,0.00823593788178911,-0.00917591079633095,"2007-05","2007-Q2",180300,-0.14420410427066,"2003-04"
2015-08-31,"Raisin Township","MI","Adrian","Lenawee",4987,141800,0.000705716302046577,0.00212014134275618,0.118296529968454,0.0664404838003687,-0.0119412313600584,"2006-01","2006-Q1",163700,-0.133781307269395,"2002-02"
2015-08-31,"Saint Charles","MI","Saginaw","Saginaw",4988,89900,0,0.00446927374301676,0.0753588516746412,0,-0.0173541550888795,"2004-06","2004-Q2",110500,-0.186425339366516,"2000-04"
2015-08-31,"Solvang","CA","Santa Barbara","Santa Barbara",4989,682600,0.0105107327905255,0.0197191514789364,0.0511241145672929,0.0202813115215346,-0.0196213221734614,"2005-11","2005-Q4",837800,-0.185247075674385,"2004-04"
2015-08-31,"West Donegal","PA","Lancaster","Lancaster",4990,193600,-0.00462724935732648,-0.00667008722421755,0.00467047223663726,-0.0029692343715737,0.00747836242344779,"2007-10","2007-Q4",200000,-0.032,"2007-02"
2015-08-31,"Tequesta","FL","Miami-Fort Lauderdale","Palm Beach",4991,314600,0.0128783000643915,0.0483172275908031,0.116790912318069,0.0538739520617835,-0.0201441962863336,"2006-05","2006-Q2",398000,-0.209547738693467,"2004-11"
2015-08-31,"Ward","AR","Little Rock","Lonoke",4992,109400,-0.00182481751824818,-0.0135256988277728,-0.00091324200913242,0.0187425193778801,0.0143202852264634,"2015-05","2015-Q2",110900,-0.0135256988277728,"2014-08"
2015-08-31,"Rumson","NJ","New York","Monmouth",4993,1065600,0.00084530853761623,-0.00149925037481259,-0.00938923491679836,0.00402717997588087,-0.011005724492806,"2006-03","2006-Q1",1237100,-0.138630668498909,"2004-12"
