"Date","RegionName","State","Metro","County","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2015-08-31,"Grand Rapids","MI","Grand Rapids","Kent",127,106100,0.00855513307984791,0.0251207729468599,0.061,0.0378817969986918,-0.00776350495904399,"2006-02","2006-Q1",115700,-0.0829732065687122,"2003-04"
2015-08-31,"Salt Lake City","UT","Salt Lake City","Salt Lake",128,234100,0.0103582218385844,0.0335540838852097,0.0432263814616756,0.0264030112493734,0.0264565460459094,"2009-06","2009-Q2",270800,-0.135524372230428,"2007-02"
2015-08-31,"Salinas","CA","Salinas","Monterey",129,371500,0.00704798048251559,0.023134122831176,0.0740098294304712,0.0913134689363715,-0.0437843452186685,"2006-04","2006-Q2",602700,-0.383607101377136,"2003-11"
2015-08-31,"Shreveport","LA","Shreveport","Caddo",130,91500,0.00109409190371991,0.0110497237569061,0.0269360269360269,0.0165264978254114,,"2008-06","2008-Q2",101000,-0.0940594059405941,
2015-08-31,"Amarillo","TX","Amarillo","Potter",131,99000,0.0050761421319797,0.0153846153846154,0.0280373831775701,0.0104189163996395,0.0105917512032914,"2009-11","2009-Q4",101800,-0.0275049115913556,"2009-02"
2015-08-31,"Worcester","MA","Worcester","Worcester",132,185200,0.00108108108108108,0.00325027085590466,0.0294608115619789,0.00140983099899916,-0.026234451608119,"2005-11","2005-Q4",242900,-0.237546315356114,"2003-02"
2015-08-31,"Lancaster","CA","Los Angeles","Los Angeles",133,204500,0.007885657959586,0.0118753092528451,0.053038105046344,0.0623943921372507,-0.0374680587109935,"2006-09","2006-Q3",339500,-0.397643593519882,"2004-03"
2015-08-31,"Evansville","IN","Evansville","Vanderburgh",134,96800,0.0114942528735632,0.0364025695931477,0.0114942528735632,0.00653099555408665,-0.00453363361315806,"2006-01","2006-Q1",104200,-0.0710172744721689,"2004-06"
2015-08-31,"Port Saint Lucie","FL","Port St. Lucie","Saint Lucie",135,150300,0.0100806451612903,0.0329896907216495,0.154377880184332,0.0829628600843286,-0.0450837740268316,"2006-02","2006-Q1",252000,-0.403571428571429,"2003-11"
2015-08-31,"Huntsville","AL","Huntsville","Madison",136,133400,-0.000749063670411985,-0.00224382946896036,0.00907715582450832,-0.00414583424907955,,"2009-02","2009-Q1",143900,-0.0729673384294649,"2006-10"
2015-08-31,"Fort Collins","CO","Fort Collins","Larimer",137,304700,0.0109489051094891,0.0363945578231293,0.127683197631384,0.0652824667798537,0.0337659650162716,"2015-08","2015-Q3",304700,0,"2015-08"
2015-08-31,"Providence","RI","Providence","Providence",138,156000,-0.000640614990390775,-0.00191938579654511,0.0434782608695652,-0.00430286784408418,-0.0391177650307675,"2006-02","2006-Q1",238200,-0.345088161209068,"2003-04"
2015-08-31,"Yonkers","NY","New York","Westchester",139,378800,0.00798296966471527,0.0177324019344438,0.0243374797187669,-0.0136760347825645,-0.0197022565875958,"2006-09","2006-Q3",482000,-0.214107883817427,"2004-05"
2015-08-31,"Garden Grove","CA","Los Angeles","Orange",140,479900,0.0050261780104712,0.0184634974533107,0.057281339502093,0.0486171909323527,-0.014752929250871,"2006-07","2006-Q3",613900,-0.218276592278873,"2004-09"
2015-08-31,"Newport News","VA","Virginia Beach","Newport News City",141,155800,0.00257400257400257,0.000642260757867694,0.0163078930202218,-0.020272423418947,-0.000957708766701648,"2007-10","2007-Q4",189800,-0.17913593256059,"2005-08"
2015-08-31,"Overland Park","KS","Kansas City","Johnson",142,238500,0.00125944584382872,0.0187953865869287,0.0623608017817372,0.0331652452483457,0.0163470788499571,"2015-08","2015-Q3",238500,0,"2015-08"
2015-08-31,"Cape Coral","FL","Fort Myers","Lee",143,186100,0.00867208672086721,0.0293141592920354,0.0953502060035315,0.10531853999576,-0.032886818798976,"2006-03","2006-Q1",281300,-0.338428723782439,"2004-10"
2015-08-31,"Columbus","GA","Columbus","Muscogee",144,93300,0.00107296137339056,0.0174482006543075,0.0219058050383352,-0.0151492167522361,0.00151305135805857,"2010-12","2010-Q4",100800,-0.0744047619047619,"2006-06"
2015-08-31,"Ontario","CA","Riverside","San Bernardino",145,339300,0.00206733608978145,0.00503554502369668,0.0537267080745342,0.0833247863233639,-0.012016141253963,"2006-06","2006-Q2",432700,-0.215853940374393,"2005-01"
2015-08-31,"Grand Prairie","TX","Dallas-Fort Worth","Dallas",146,142200,0.00779588944011339,0.0326797385620915,0.145850120870266,0.0502214553807825,0.0109715662662055,"2015-08","2015-Q3",142200,0,"2015-08"
2015-08-31,"Palmdale","CA","Los Angeles","Los Angeles",147,232300,0.00737207285342585,0.017520805957074,0.0794609665427509,0.0772873881622915,-0.0363786489789865,"2006-07","2006-Q3",377200,-0.384146341463415,"2004-03"
2015-08-31,"Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",148,275900,0.00363768643142961,0.0109930377427629,0.0482522796352584,0.0750901110399116,-0.0250026670751573,"2006-02","2006-Q1",372700,-0.259726321438154,"2004-10"
2015-08-31,"Jackson","MS","Jackson","Hinds",149,62600,-0.00159489633173844,0.00967741935483871,0.106007067137809,0.00420590713782354,0.0164037766566663,"2009-08","2009-Q3",77800,-0.195372750642674,"2008-10"
2015-08-31,"Chattanooga","TN","Chattanooga","Hamilton",150,117600,0.00341296928327645,0.0181818181818182,0.0226086956521739,-0.00118624296087022,0.0104391053394692,"2010-02","2010-Q1",120200,-0.021630615640599,"2009-08"
2015-08-31,"Roanoke","VA","Roanoke","Roanoke City",151,137500,0.00585223116313094,0.00806451612903226,-0.0220483641536273,-0.00711816154152256,0.00523874351392073,"2008-12","2008-Q4",146300,-0.0601503759398496,"2006-06"
2015-08-31,"Santa Clarita","CA","Los Angeles","Los Angeles",152,449900,0.00424107142857143,0.0107840934621433,0.0366359447004608,0.0450710618129868,-0.0136528380715487,"2006-05","2006-Q2",555200,-0.189661383285303,"2004-10"
2015-08-31,"Rancho Cucamonga","CA","Riverside","San Bernardino",153,432900,-0.00023094688221709,-0.00023094688221709,0.00440835266821346,0.0594686917085985,-0.0076173096484462,"2006-06","2006-Q2",514600,-0.158764088612515,"2005-01"
2015-08-31,"Killeen","TX","Killeen","Bell",154,95400,0.00315457413249211,0.0116648992576882,0.0116648992576882,-0.0097698835838641,-0.011594032171601,"2006-11","2006-Q4",116400,-0.180412371134021,"2001-05"
2015-08-31,"Topeka","KS","Topeka","Shawnee",155,88300,0.00684150513112885,0.00914285714285714,0,-0.0176037906398167,,"2008-08","2008-Q3",115800,-0.237478411053541,
2015-08-31,"Naperville","IL","Chicago","Du Page",156,367700,-0.0010866612333605,-0.00325291406885335,-0.00862766244270693,0.0181341940575053,-0.0015638375562822,"2007-07","2007-Q3",392600,-0.0634233316352522,"2005-05"
2015-08-31,"El Cajon","CA","San Diego","San Diego",157,421400,0.0019020446980504,0.00357227911407478,0.0459171010176222,0.0508785910186575,-0.0170750284725578,"2006-02","2006-Q1",501300,-0.159385597446639,"2004-04"
2015-08-31,"Fredericksburg","VA","Washington","Spotsylvania",158,234000,0.00128369704749679,-0.000427167876975651,0.0312913177611282,0.0279209709350101,-0.0265333735552932,"2006-03","2006-Q1",318500,-0.26530612244898,"2004-08"
2015-08-31,"Tempe","AZ","Phoenix","Maricopa",159,233600,0.00602928509905254,0.0218722659667542,0.0774907749077491,0.0713588662751559,-0.00523962132571298,"2006-04","2006-Q2",276900,-0.156374142289635,"2005-07"
2015-08-31,"Vancouver","WA","Portland","Clark",160,230800,0.00874125874125874,0.0308173291648057,0.0980019029495718,0.044780876950282,0.0110404399611874,"2007-01","2007-Q1",238900,-0.0339053997488489,"2006-04"
2015-08-31,"Murfreesboro","TN","Nashville","Rutherford",161,170900,0.00529411764705882,0.0209080047789725,0.0761964735516373,0.0338432732067431,0.0221323943189478,"2015-08","2015-Q3",170900,0,"2015-08"
2015-08-31,"Clarksville","TN","Clarksville","Montgomery",162,132900,-0.00225225225225225,-0.00374812593703148,0.00529500756429652,0.0105597088623339,0.0224882719373996,"2015-06","2015-Q2",133400,-0.00374812593703148,"2015-04"
2015-08-31,"Elk Grove","CA","Sacramento","Sacramento",163,344500,0.0043731778425656,0.0105602816075095,0.0606527093596059,0.0781312049148286,-0.0274369112565014,"2005-12","2005-Q4",467700,-0.263416720119735,"2004-04"
2015-08-31,"Pembroke Pines","FL","Miami-Fort Lauderdale","Broward",164,248400,0.00648298217179903,0.0209617755856967,0.0823529411764706,0.0732997351219864,-0.0184351445955584,"2006-07","2006-Q3",332500,-0.252932330827068,"2005-01"
2015-08-31,"Pueblo","CO","Pueblo","Pueblo",165,118700,0.00168776371308017,0.0119352088661552,0.0820419325432999,0.011146755213556,-0.002246630241036,"2007-07","2007-Q3",124300,-0.0450522928399035,"2005-03"
2015-08-31,"Springfield","MA","Springfield","Hampden",166,128000,0.00313479623824451,0.00708103855232101,0.0199203187250996,-0.00370838401180595,-0.0110893965203446,"2007-06","2007-Q2",151800,-0.156785243741765,"2004-06"
2015-08-31,"Fairfax","VA","Washington","Fairfax",167,492200,-0.00364372469635628,-0.011050833835644,-0.0126379137412237,0.0306689438504053,-0.00795061392550644,"2005-12","2005-Q4",541500,-0.0910433979686057,"2005-04"
2015-08-31,"Peoria","AZ","Phoenix","Maricopa",168,219400,0.00274223034734918,0.00966405890473999,0.0477554918815664,0.0744731604066984,-0.021870893399034,"2006-03","2006-Q1",298800,-0.265729585006693,"2005-03"
2015-08-31,"Boynton Beach","FL","Miami-Fort Lauderdale","Palm Beach",169,202500,0.0069617105917454,0.0279187817258883,0.10958904109589,0.0541030913440537,-0.0372179023415825,"2006-03","2006-Q1",315700,-0.358568261007285,"2004-04"
2015-08-31,"Pomona","CA","Los Angeles","Los Angeles",170,333300,0.00452079566003617,0.00847201210287443,0.0296570898980538,0.0876226411564409,-0.0121660013765733,"2006-08","2006-Q3",423100,-0.212242968565351,"2005-02"
2015-08-31,"Paterson","NJ","New York","Passaic",171,209800,0.00143198090692124,0.00143198090692124,-0.0345144960883571,-0.0140669625876991,-0.0365663327559211,"2007-01","2007-Q1",336200,-0.375966686496133,"2003-12"
2015-08-31,"Lakewood","CO","Denver","Jefferson",172,307900,0.014163372859025,0.0433751270755676,0.151889263000374,0.0723831293820985,0.0284424584475655,"2015-08","2015-Q3",307900,0,"2015-08"
2015-08-31,"Visalia","CA","Visalia","Tulare",173,190700,0.00262881177707676,0.0138224348750665,0.0647682858738135,0.0497450124722258,-0.0301862706239064,"2006-04","2006-Q2",280100,-0.319171724384149,"2004-09"
2015-08-31,"Torrance","CA","Los Angeles","Los Angeles",174,713200,0.00337647720877884,0.0127804600965635,0.0472834067547724,0.035758405293701,0.00414511412174523,"2006-03","2006-Q1",719600,-0.00889382990550306,"2006-01"
2015-08-31,"Kansas City","KS","Kansas City","Wyandotte",175,67000,0.0075187969924812,0.0323574730354391,0.0754414125200642,-0.0129168185635272,-0.0204767269552479,"2007-07","2007-Q3",93100,-0.280343716433942,"2001-12"
2015-08-31,"Syracuse","NY","Syracuse","Onondaga",176,78200,0.00128040973111396,0.0051413881748072,0.0316622691292876,-0.000765502300920651,0.0118641163798947,"2014-02","2014-Q1",78900,-0.00887198986058302,"2014-01"
2015-08-31,"Charleston","SC","Charleston","Charleston",177,245800,0.00613999181334425,0.0199170124481328,0.0890562693841382,0.0335627119033479,0.0105552123442956,"2006-08","2006-Q3",246300,-0.00203004466098254,"2006-07"
2015-08-31,"Dayton","OH","Dayton","Montgomery",178,47900,-0.00208333333333333,-0.00622406639004149,-0.0164271047227926,-0.0262002977574918,-0.0400689826099059,"2005-04","2005-Q2",72300,-0.337482710926694,
2015-08-31,"Las Cruces","NM","Las Cruces","Dona Ana",179,136100,0.00147167034584253,0.00814814814814815,-0.0058436815193572,-0.019522485145483,-0.0016744099614685,"2009-06","2009-Q2",171600,-0.206876456876457,"2005-05"
2015-08-31,"Bridgeport","CT","Stamford","Fairfield",180,158200,0.00189993666877771,0.00317057704502219,-0.0204334365325077,-0.00777968336508206,-0.037064789178868,"2007-02","2007-Q1",247000,-0.359514170040486,"2003-01"
2015-08-31,"Pasadena","TX","Houston","Harris",181,111700,0.00630630630630631,0.0219579139981702,0.0750721847930703,0.0517358786611801,0.0112272599245127,"2015-08","2015-Q3",111700,0,"2015-08"
2015-08-31,"Canton","OH","Canton","Stark",182,83000,-0.00120336943441637,-0.00240384615384615,0.00362756952841596,-0.0035757769417718,-0.0176717313057969,"2006-08","2006-Q3",101100,-0.179030662710188,"2000-02"
2015-08-31,"Yuma","AZ","Yuma","Yuma",183,127400,0.000785545954438335,-0.00234925606891151,0.0282485875706215,-0.0115217177871106,-0.0273419814299787,"2006-08","2006-Q3",192100,-0.336803748047892,"2004-12"
2015-08-31,"Salem","OR","Salem","Marion",184,189500,0.00477200424178155,0.0182697474476088,0.0767045454545455,0.0128275160034084,0.0115746943911037,"2007-07","2007-Q3",207400,-0.0863066538090646,"2006-05"
2015-08-31,"Hayward","CA","San Francisco","Alameda",185,480400,0.0120075837370971,0.0342303552206674,0.0923146884947704,0.111952327538821,-0.0133849722741307,"2006-08","2006-Q3",579700,-0.171295497671209,"2004-12"
2015-08-31,"Alexandria","VA","Washington","Alexandria City",186,486000,0.00351022093743547,0.0137672090112641,0.0316281044364254,0.032339029291647,0.00294849079030457,"2015-08","2015-Q3",486000,0,"2015-08"
2015-08-31,"Hollywood","FL","Miami-Fort Lauderdale","Broward",187,210600,0.0115273775216138,0.0308370044052863,0.107837980010521,0.0880602327196232,-0.023449491384113,"2006-05","2006-Q2",294100,-0.283917035022101,"2004-12"
2015-08-31,"Newark","DE","Philadelphia","New Castle",188,203900,0.00790904597132971,0.0195,0.017973040439341,-0.00445193336577598,-0.00629896884007308,"2007-04","2007-Q2",239800,-0.149708090075063,"2005-05"
2015-08-31,"Sunnyvale","CA","San Jose","Santa Clara",189,1310700,0.0154167957855593,0.0566752660432119,0.228627671541057,0.115073928697013,0.0541136991271871,"2015-08","2015-Q3",1310700,0,"2015-08"
2015-08-31,"Eugene","OR","Eugene","Lane",190,243200,0.00454357703428335,0.0120682480233042,0.0437768240343348,0.0147779602253229,0.00943554973345773,"2007-06","2007-Q2",261400,-0.0696250956388676,"2006-03"
2015-08-31,"Hampton","VA","Virginia Beach","Hampton City",191,152700,-0.000654450261780105,-0.000654450261780105,0.0268997982515131,-0.0184486955550928,0.000459574709943844,"2007-12","2007-Q4",178300,-0.143578238923163,"2005-09"
2015-08-31,"Pasadena","CA","Los Angeles","Los Angeles",192,698100,0.00388265746333046,0.0164531158998253,0.0703771849126035,0.0468344177501887,0.00993303367618714,"2015-08","2015-Q3",698100,0,"2015-08"
2015-08-31,"Cumming","GA","Atlanta","Forsyth",193,265700,0.0033987915407855,0.0114198705748002,0.0485398579321231,0.0352891847289925,0.0123539208257519,"2015-08","2015-Q3",265700,0,"2015-08"
2015-08-31,"Mesquite","TX","Dallas-Fort Worth","Dallas",194,122600,0.0115511551155116,0.0407470288624788,0.157695939565628,0.057504312755805,0.00537581602937176,"2015-08","2015-Q3",122600,0,"2015-08"
2015-08-31,"Metairie","LA","New Orleans","Jefferson",195,212200,0,0.0177458033573141,0.0865335381464414,0.0452212080457017,0.0259760495074839,"2015-08","2015-Q3",212200,0,"2015-08"
2015-08-31,"Saginaw","MI","Saginaw","Saginaw",196,47700,0,0.010593220338983,0.0719101123595506,-0.0305338790783888,-0.040070378184044,"2004-05","2004-Q2",72000,-0.3375,
2015-08-31,"Santa Maria","CA","Santa Barbara","Santa Barbara",197,320700,0.00438459129345443,0.0129500947567909,0.0682878081279147,0.0554982298287139,-0.0337568117289415,"2005-12","2005-Q4",461600,-0.305242634315425,"2003-12"
2015-08-31,"Round Rock","TX","Austin","Williamson",198,206900,0.00681265206812652,0.0319201995012469,0.0929741151611199,0.0498854769127834,0.0240096129524703,"2015-08","2015-Q3",206900,0,"2015-08"
2015-08-31,"Inglewood","CA","Los Angeles","Los Angeles",199,391900,0.00435674013326499,0.0187158825058487,0.0606224627875507,0.0663756949160734,-0.0110596083565169,"2006-10","2006-Q4",515400,-0.239619712844393,"2005-01"
2015-08-31,"Compton","CA","Los Angeles","Los Angeles",200,297300,0.00882253138785205,0.0290758047767394,0.110986547085202,0.0909327217448748,-0.0095069410138775,"2007-02","2007-Q1",407800,-0.270966159882295,"2005-04"
2015-08-31,"Orange","CA","Los Angeles","Orange",201,588200,0.00306957708049113,0.0113480055020633,0.0544998207242739,0.0478129375120024,-0.00831158721347047,"2006-07","2006-Q3",680400,-0.135508524397413,"2004-12"
2015-08-31,"Savannah","GA","Savannah","Chatham",202,108200,0.00651162790697674,0.011214953271028,0.049466537342386,-0.00401766100364587,-0.00546950791465417,"2007-05","2007-Q2",126300,-0.143309580364212,"2005-03"
2015-08-31,"Renton","WA","Seattle","King",203,346000,0.00493755445832123,0.0161527165932452,0.0945903195191395,0.0448856660447272,0.011734689544791,"2007-04","2007-Q2",376700,-0.0814972126360499,"2006-05"
2015-08-31,"Fullerton","CA","Los Angeles","Orange",204,555800,0.00615496017378711,0.0153452685421995,0.045522949586155,0.0412461487794633,-0.00826566041499599,"2006-06","2006-Q2",644700,-0.137893593919653,"2005-04"
2015-08-31,"Warren","MI","Detroit","Macomb",205,98000,0.00512820512820513,0.0176531671858775,0.0828729281767956,0.0589358519249212,-0.0380869364095544,"2005-07","2005-Q3",144600,-0.322268326417704,"1997-05"
2015-08-31,"Hamilton","OH","Cincinnati","Butler",206,130600,0.00153374233128834,0.00538876058506544,0.0299684542586751,0.00751728852240308,-0.00592764874476626,"2006-12","2006-Q4",140700,-0.0717839374555792,"2003-11"
2015-08-31,"Escondido","CA","San Diego","San Diego",207,392700,0.00204133707578464,0.00255297421496043,0.0323343848580442,0.0686975428388221,-0.018619511424391,"2006-04","2006-Q2",479800,-0.181533972488537,"2004-05"
2015-08-31,"McKinney","TX","Dallas-Fort Worth","Collin",208,247200,0.00774561761108846,0.0408421052631579,0.169900615238997,0.0791548412192506,0.0344375005063815,"2015-08","2015-Q3",247200,0,"2015-08"
2015-08-31,"West Valley City","UT","Salt Lake City","Salt Lake",209,166900,0.00663449939686369,0.0195479535736103,0.0523329129886507,0.0261367568098603,0.00999491495139981,"2008-06","2008-Q2",211000,-0.209004739336493,"2006-07"
2015-08-31,"Bloomington","IN","Bloomington","Monroe",210,148100,0.000675675675675676,0.002708192281652,0.0143835616438356,0.00915929277442529,0.00456920755835699,"2014-03","2014-Q1",151500,-0.0224422442244224,"2013-10"
2015-08-31,"Abilene","TX","Abilene","Taylor",211,103600,0.00387596899224806,0.0206896551724138,0.0962962962962963,0.044582993121226,0.0220484299294363,"2015-08","2015-Q3",103600,0,"2015-08"
2015-08-31,"Sterling Heights","MI","Detroit","Macomb",212,165500,0.00120992135511192,0.00242277407631738,0.0273122284295469,0.0611543954934137,-0.0142796306264548,"2005-07","2005-Q3",191300,-0.134866701515944,"2000-05"
